BRAND,Year,Month,whole_sales
RENAULT,2020,3,17.0
DATSUN,2020,3,27.0
TATA,2020,3,7.0
FAW,2020,3,44.0
SCANIA,2020,3,9.0
HYUNDAI - HMID,2020,3,
PEUGEOT,2020,3,35.0
CHEVROLET,2020,3,34.0
AUDI,2020,3,1.0
MAN TRUCK,2020,3,2.0
INFINITI,2020,3,
RENAULT AUTO EURO,2020,3,
PROTON,2020,3,
BYD,2020,3,
HONGYAN,2020,3,
TOYOTA,2020,4,2053.0
DAIHATSU,2020,4,1330.0
HONDA,2020,4,1183.0
SUZUKI,2020,4,1042.0
MITSUBISHI MOTORS,2020,4,808.0
MITSUBISHI FUSO,2020,4,305.0
ISUZU,2020,4,335.0
HINO,2020,4,339.0
NISSAN,2020,4,58.0
WULING,2020,4,29.0
MAZDA,2020,4,43.0
MERCEDES-BENZ PC,2020,4,57.0
B M  W,2020,4,78.0
DFSK,2020,4,25.0
LEXUS,2020,4,37.0
K I A,2020,4,19.0
MERCEDES-BENZ CV,2020,4,
HYUNDAI - HIM,2020,4,21.0
UD TRUCKS,2020,4,27.0
VOLKSWAGEN,2020,4,9.0
MINI,2020,4,8.0
MORRIS GARAGE,2020,4,
RENAULT,2020,4,2.0
DATSUN,2020,4,
TATA,2020,4,1.0
FAW,2020,4,17.0
SCANIA,2020,4,12.0
HYUNDAI - HMID,2020,4,
PEUGEOT,2020,4,22.0
CHEVROLET,2020,4,4.0
AUDI,2020,4,4.0
MAN TRUCK,2020,4,
INFINITI,2020,4,
RENAULT AUTO EURO,2020,4,
PROTON,2020,4,
BYD,2020,4,
HONGYAN,2020,4,
TOYOTA,2020,5,695.0
DAIHATSU,2020,5,
HONDA,2020,5,101.0
SUZUKI,2020,5,779.0
MITSUBISHI MOTORS,2020,5,785.0
MITSUBISHI FUSO,2020,5,134.0
ISUZU,2020,5,379.0
HINO,2020,5,251.0
NISSAN,2020,5,57.0
WULING,2020,5,37.0
MAZDA,2020,5,35.0
MERCEDES-BENZ PC,2020,5,67.0
B M  W,2020,5,57.0
DFSK,2020,5,33.0
LEXUS,2020,5,21.0
K I A,2020,5,32.0
MERCEDES-BENZ CV,2020,5,5.0
HYUNDAI - HIM,2020,5,15.0
UD TRUCKS,2020,5,
VOLKSWAGEN,2020,5,3.0
MINI,2020,5,11.0
MORRIS GARAGE,2020,5,
RENAULT,2020,5,24.0
DATSUN,2020,5,
TATA,2020,5,2.0
FAW,2020,5,3.0
SCANIA,2020,5,8.0
HYUNDAI - HMID,2020,5,
PEUGEOT,2020,5,7.0
CHEVROLET,2020,5,
AUDI,2020,5,5.0
MAN TRUCK,2020,5,5.0
INFINITI,2020,5,
RENAULT AUTO EURO,2020,5,
PROTON,2020,5,
BYD,2020,5,
HONGYAN,2020,5,
TOYOTA,2020,6,3705.0
DAIHATSU,2020,6,331.0
HONDA,2020,6,1267.0
SUZUKI,2020,6,2755.0
MITSUBISHI MOTORS,2020,6,1767.0
MITSUBISHI FUSO,2020,6,637.0
ISUZU,2020,6,693.0
HINO,2020,6,634.0
NISSAN,2020,6,156.0
WULING,2020,6,34.0
MAZDA,2020,6,116.0
MERCEDES-BENZ PC,2020,6,93.0
B M  W,2020,6,89.0
DFSK,2020,6,54.0
LEXUS,2020,6,70.0
K I A,2020,6,32.0
MERCEDES-BENZ CV,2020,6,12.0
HYUNDAI - HIM,2020,6,30.0
UD TRUCKS,2020,6,40.0
VOLKSWAGEN,2020,6,16.0
MINI,2020,6,23.0
MORRIS GARAGE,2020,6,
RENAULT,2020,6,15.0
DATSUN,2020,6,
TATA,2020,6,8.0
FAW,2020,6,5.0
SCANIA,2020,6,16.0
HYUNDAI - HMID,2020,6,
PEUGEOT,2020,6,17.0
CHEVROLET,2020,6,
AUDI,2020,6,7.0
MAN TRUCK,2020,6,1.0
INFINITI,2020,6,
RENAULT AUTO EURO,2020,6,
PROTON,2020,6,
BYD,2020,6,
HONGYAN,2020,6,
TOYOTA,2020,7,7224.0
DAIHATSU,2020,7,1553.0
HONDA,2020,7,2016.0
SUZUKI,2020,7,6369.0
MITSUBISHI MOTORS,2020,7,3564.0
MITSUBISHI FUSO,2020,7,1126.0
ISUZU,2020,7,1166.0
HINO,2020,7,731.0
NISSAN,2020,7,188.0
WULING,2020,7,260.0
MAZDA,2020,7,245.0
MERCEDES-BENZ PC,2020,7,126.0
B M  W,2020,7,168.0
DFSK,2020,7,58.0
LEXUS,2020,7,108.0
K I A,2020,7,65.0
MERCEDES-BENZ CV,2020,7,34.0
HYUNDAI - HIM,2020,7,36.0
UD TRUCKS,2020,7,71.0
VOLKSWAGEN,2020,7,59.0
MINI,2020,7,43.0
MORRIS GARAGE,2020,7,
RENAULT,2020,7,24.0
DATSUN,2020,7,
TATA,2020,7,6.0
FAW,2020,7,12.0
SCANIA,2020,7,13.0
HYUNDAI - HMID,2020,7,
PEUGEOT,2020,7,18.0
CHEVROLET,2020,7,
AUDI,2020,7,2.0
MAN TRUCK,2020,7,
INFINITI,2020,7,
RENAULT AUTO EURO,2020,7,
PROTON,2020,7,
BYD,2020,7,
HONGYAN,2020,7,
TOYOTA,2020,8,8673.0
DAIHATSU,2020,8,6651.0
HONDA,2020,8,3047.0
SUZUKI,2020,8,3501.0
MITSUBISHI MOTORS,2020,8,3208.0
MITSUBISHI FUSO,2020,8,1659.0
ISUZU,2020,8,1312.0
HINO,2020,8,817.0
NISSAN,2020,8,6829.0
WULING,2020,8,365.0
MAZDA,2020,8,240.0
MERCEDES-BENZ PC,2020,8,142.0
B M  W,2020,8,177.0
DFSK,2020,8,198.0
LEXUS,2020,8,67.0
K I A,2020,8,72.0
MERCEDES-BENZ CV,2020,8,70.0
HYUNDAI - HIM,2020,8,35.0
UD TRUCKS,2020,8,54.0
VOLKSWAGEN,2020,8,18.0
MINI,2020,8,45.0
MORRIS GARAGE,2020,8,
RENAULT,2020,8,39.0
DATSUN,2020,8,
TATA,2020,8,11.0
FAW,2020,8,13.0
SCANIA,2020,8,14.0
HYUNDAI - HMID,2020,8,
PEUGEOT,2020,8,16.0
CHEVROLET,2020,8,
AUDI,2020,8,4.0
MAN TRUCK,2020,8,
INFINITI,2020,8,
RENAULT AUTO EURO,2020,8,
PROTON,2020,8,
BYD,2020,8,
HONGYAN,2020,8,
TOYOTA,2020,9,13150.0
DAIHATSU,2020,9,11204.0
HONDA,2020,9,5856.0
SUZUKI,2020,9,6246.0
MITSUBISHI MOTORS,2020,9,4230.0
MITSUBISHI FUSO,2020,9,2400.0
ISUZU,2020,9,1314.0
HINO,2020,9,1030.0
NISSAN,2020,9,1421.0
WULING,2020,9,511.0
MAZDA,2020,9,198.0
MERCEDES-BENZ PC,2020,9,212.0
B M  W,2020,9,196.0
DFSK,2020,9,200.0
LEXUS,2020,9,84.0
K I A,2020,9,59.0
MERCEDES-BENZ CV,2020,9,19.0
HYUNDAI - HIM,2020,9,37.0
UD TRUCKS,2020,9,38.0
VOLKSWAGEN,2020,9,13.0
MINI,2020,9,49.0
MORRIS GARAGE,2020,9,
RENAULT,2020,9,20.0
DATSUN,2020,9,
TATA,2020,9,15.0
FAW,2020,9,9.0
SCANIA,2020,9,2.0
HYUNDAI - HMID,2020,9,27.0
PEUGEOT,2020,9,9.0
CHEVROLET,2020,9,
AUDI,2020,9,5.0
MAN TRUCK,2020,9,
INFINITI,2020,9,
RENAULT AUTO EURO,2020,9,
PROTON,2020,9,
BYD,2020,9,
HONGYAN,2020,9,
TOYOTA,2020,10,16345.0
DAIHATSU,2020,10,8289.0
HONDA,2020,10,7732.0
SUZUKI,2020,10,5143.0
MITSUBISHI MOTORS,2020,10,5315.0
MITSUBISHI FUSO,2020,10,1803.0
ISUZU,2020,10,1634.0
HINO,2020,10,894.0
NISSAN,2020,10,37.0
WULING,2020,10,637.0
MAZDA,2020,10,114.0
MERCEDES-BENZ PC,2020,10,117.0
B M  W,2020,10,171.0
DFSK,2020,10,233.0
LEXUS,2020,10,74.0
K I A,2020,10,62.0
MERCEDES-BENZ CV,2020,10,16.0
HYUNDAI - HIM,2020,10,24.0
UD TRUCKS,2020,10,59.0
VOLKSWAGEN,2020,10,18.0
MINI,2020,10,41.0
MORRIS GARAGE,2020,10,
RENAULT,2020,10,102.0
DATSUN,2020,10,
TATA,2020,10,10.0
FAW,2020,10,18.0
SCANIA,2020,10,38.0
HYUNDAI - HMID,2020,10,80.0
PEUGEOT,2020,10,9.0
CHEVROLET,2020,10,
AUDI,2020,10,3.0
MAN TRUCK,2020,10,
INFINITI,2020,10,
RENAULT AUTO EURO,2020,10,
PROTON,2020,10,
BYD,2020,10,
HONGYAN,2020,10,
TOYOTA,2020,11,15361.0
DAIHATSU,2020,11,6772.0
HONDA,2020,11,8448.0
SUZUKI,2020,11,8217.0
MITSUBISHI MOTORS,2020,11,6693.0
MITSUBISHI FUSO,2020,11,2050.0
ISUZU,2020,11,2103.0
HINO,2020,11,1596.0
NISSAN,2020,11,43.0
WULING,2020,11,825.0
MAZDA,2020,11,404.0
MERCEDES-BENZ PC,2020,11,306.0
B M  W,2020,11,218.0
DFSK,2020,11,195.0
LEXUS,2020,11,118.0
K I A,2020,11,101.0
MERCEDES-BENZ CV,2020,11,62.0
HYUNDAI - HIM,2020,11,43.0
UD TRUCKS,2020,11,56.0
VOLKSWAGEN,2020,11,25.0
MINI,2020,11,32.0
MORRIS GARAGE,2020,11,
RENAULT,2020,11,32.0
DATSUN,2020,11,
TATA,2020,11,12.0
FAW,2020,11,17.0
SCANIA,2020,11,32.0
HYUNDAI - HMID,2020,11,54.0
PEUGEOT,2020,11,15.0
CHEVROLET,2020,11,
AUDI,2020,11,4.0
MAN TRUCK,2020,11,
INFINITI,2020,11,
RENAULT AUTO EURO,2020,11,
PROTON,2020,11,
BYD,2020,11,
HONGYAN,2020,11,
TOYOTA,2020,12,18687.0
DAIHATSU,2020,12,6481.0
HONDA,2020,12,7447.0
SUZUKI,2020,12,7868.0
MITSUBISHI MOTORS,2020,12,6964.0
MITSUBISHI FUSO,2020,12,2260.0
ISUZU,2020,12,1786.0
HINO,2020,12,1692.0
NISSAN,2020,12,30.0
WULING,2020,12,2135.0
MAZDA,2020,12,323.0
MERCEDES-BENZ PC,2020,12,378.0
B M  W,2020,12,206.0
DFSK,2020,12,303.0
LEXUS,2020,12,54.0
K I A,2020,12,110.0
MERCEDES-BENZ CV,2020,12,118.0
HYUNDAI - HIM,2020,12,51.0
UD TRUCKS,2020,12,
VOLKSWAGEN,2020,12,29.0
MINI,2020,12,42.0
MORRIS GARAGE,2020,12,377.0
RENAULT,2020,12,46.0
DATSUN,2020,12,
TATA,2020,12,8.0
FAW,2020,12,16.0
SCANIA,2020,12,18.0
HYUNDAI - HMID,2020,12,54.0
PEUGEOT,2020,12,16.0
CHEVROLET,2020,12,
AUDI,2020,12,8.0
MAN TRUCK,2020,12,
INFINITI,2020,12,
RENAULT AUTO EURO,2020,12,
PROTON,2020,12,
BYD,2020,12,
HONGYAN,2020,12,
TOYOTA,2021,1,16033.0
DAIHATSU,2021,1,8993.0
MITSUBISHI MOTORS,2021,1,6765.0
SUZUKI,2021,1,6400.0
HONDA,2021,1,7231.0
MITSUBISHI FUSO,2021,1,2343.0
ISUZU,2021,1,1756.0
WULING,2021,1,808.0
HINO,2021,1,1235.0
MAZDA,2021,1,266.0
DFSK,2021,1,194.0
NISSAN,2021,1,100.0
HYUNDAI - HMID,2021,1,103.0
K I A,2021,1,22.0
B M W,2021,1,181.0
MERCEDES-BENZ PC,2021,1,195.0
MERCEDES-BENZ CV,2021,1,14.0
MORRIS GARAGE,2021,1,46.0
LEXUS,2021,1,14.0
UD TRUCKS,2021,1,
MINI,2021,1,46.0
VOLKSWAGEN,2021,1,36.0
PEUGEOT,2021,1,34.0
FAW,2021,1,14.0
TATA,2021,1,11.0
HYUNDAI - HIM,2021,1,22.0
RENAULT,2021,1,46.0
AUDI,2021,1,1.0
DATSUN,2021,1,
SCANIA,2021,1,
CHEVROLET,2021,1,
INFINITI,2021,1,
HONGYAN,2021,1,
MAN TRUCK,2021,1,
TOYOTA,2021,2,15144.0
DAIHATSU,2021,2,9412.0
MITSUBISHI MOTORS,2021,2,4887.0
SUZUKI,2021,2,4600.0
HONDA,2021,2,6812.0
MITSUBISHI FUSO,2021,2,2680.0
ISUZU,2021,2,1833.0
WULING,2021,2,534.0
HINO,2021,2,1443.0
MAZDA,2021,2,293.0
DFSK,2021,2,292.0
NISSAN,2021,2,20.0
HYUNDAI - HMID,2021,2,150.0
K I A,2021,2,368.0
B M W,2021,2,211.0
MERCEDES-BENZ PC,2021,2,185.0
MERCEDES-BENZ CV,2021,2,62.0
MORRIS GARAGE,2021,2,36.0
LEXUS,2021,2,94.0
UD TRUCKS,2021,2,
MINI,2021,2,50.0
VOLKSWAGEN,2021,2,28.0
PEUGEOT,2021,2,19.0
FAW,2021,2,12.0
TATA,2021,2,10.0
HYUNDAI - HIM,2021,2,24.0
RENAULT,2021,2,
AUDI,2021,2,3.0
DATSUN,2021,2,
SCANIA,2021,2,
CHEVROLET,2021,2,
INFINITI,2021,2,
HONGYAN,2021,2,
MAN TRUCK,2021,2,
TOYOTA,2021,3,26258.0
DAIHATSU,2021,3,16770.0
MITSUBISHI MOTORS,2021,3,10102.0
SUZUKI,2021,3,8669.0
HONDA,2021,3,11350.0
MITSUBISHI FUSO,2021,3,2986.0
ISUZU,2021,3,2359.0
WULING,2021,3,2338.0
HINO,2021,3,1713.0
MAZDA,2021,3,439.0
DFSK,2021,3,221.0
NISSAN,2021,3,85.0
HYUNDAI - HMID,2021,3,222.0
K I A,2021,3,410.0
B M W,2021,3,218.0
MERCEDES-BENZ PC,2021,3,214.0
MERCEDES-BENZ CV,2021,3,143.0
MORRIS GARAGE,2021,3,100.0
LEXUS,2021,3,100.0
UD TRUCKS,2021,3,20.0
MINI,2021,3,51.0
VOLKSWAGEN,2021,3,58.0
PEUGEOT,2021,3,14.0
FAW,2021,3,11.0
TATA,2021,3,34.0
HYUNDAI - HIM,2021,3,29.0
RENAULT,2021,3,
AUDI,2021,3,1.0
DATSUN,2021,3,
SCANIA,2021,3,
CHEVROLET,2021,3,
INFINITI,2021,3,
HONGYAN,2021,3,
MAN TRUCK,2021,3,
TOYOTA,2021,4,23301.0
DAIHATSU,2021,4,15861.0
MITSUBISHI MOTORS,2021,4,10953.0
SUZUKI,2021,4,8100.0
HONDA,2021,4,8474.0
MITSUBISHI FUSO,2021,4,2867.0
ISUZU,2021,4,2357.0
WULING,2021,4,2511.0
HINO,2021,4,1764.0
MAZDA,2021,4,558.0
DFSK,2021,4,365.0
NISSAN,2021,4,70.0
HYUNDAI - HMID,2021,4,293.0
K I A,2021,4,415.0
B M W,2021,4,238.0
MERCEDES-BENZ PC,2021,4,230.0
MERCEDES-BENZ CV,2021,4,38.0
MORRIS GARAGE,2021,4,213.0
LEXUS,2021,4,106.0
UD TRUCKS,2021,4,40.0
MINI,2021,4,68.0
VOLKSWAGEN,2021,4,44.0
PEUGEOT,2021,4,11.0
FAW,2021,4,3.0
TATA,2021,4,11.0
HYUNDAI - HIM,2021,4,13.0
RENAULT,2021,4,
AUDI,2021,4,4.0
DATSUN,2021,4,
SCANIA,2021,4,
CHEVROLET,2021,4,
INFINITI,2021,4,
HONGYAN,2021,4,
MAN TRUCK,2021,4,
TOYOTA,2021,5,18167.0
DAIHATSU,2021,5,8310.0
MITSUBISHI MOTORS,2021,5,8437.0
SUZUKI,2021,5,5341.0
HONDA,2021,5,5832.0
MITSUBISHI FUSO,2021,5,1723.0
ISUZU,2021,5,1752.0
WULING,2021,5,2515.0
HINO,2021,5,970.0
MAZDA,2021,5,153.0
DFSK,2021,5,218.0
NISSAN,2021,5,113.0
HYUNDAI - HMID,2021,5,171.0
K I A,2021,5,301.0
B M W,2021,5,218.0
MERCEDES-BENZ PC,2021,5,206.0
MERCEDES-BENZ CV,2021,5,26.0
MORRIS GARAGE,2021,5,87.0
LEXUS,2021,5,86.0
UD TRUCKS,2021,5,33.0
MINI,2021,5,64.0
VOLKSWAGEN,2021,5,16.0
PEUGEOT,2021,5,25.0
FAW,2021,5,15.0
TATA,2021,5,13.0
HYUNDAI - HIM,2021,5,17.0
RENAULT,2021,5,
AUDI,2021,5,3.0
DATSUN,2021,5,
SCANIA,2021,5,
CHEVROLET,2021,5,
INFINITI,2021,5,
HONGYAN,2021,5,
MAN TRUCK,2021,5,
TOYOTA,2021,6,23271.0
DAIHATSU,2021,6,15481.0
MITSUBISHI MOTORS,2021,6,6793.0
SUZUKI,2021,6,8965.0
HONDA,2021,6,8782.0
MITSUBISHI FUSO,2021,6,1484.0
ISUZU,2021,6,2017.0
WULING,2021,6,2267.0
HINO,2021,6,1520.0
MAZDA,2021,6,230.0
DFSK,2021,6,216.0
NISSAN,2021,6,318.0
HYUNDAI - HMID,2021,6,274.0
K I A,2021,6,261.0
B M W,2021,6,175.0
MERCEDES-BENZ PC,2021,6,177.0
MERCEDES-BENZ CV,2021,6,113.0
MORRIS GARAGE,2021,6,108.0
LEXUS,2021,6,116.0
UD TRUCKS,2021,6,14.0
MINI,2021,6,58.0
VOLKSWAGEN,2021,6,34.0
PEUGEOT,2021,6,11.0
FAW,2021,6,15.0
TATA,2021,6,1.0
HYUNDAI - HIM,2021,6,17.0
RENAULT,2021,6,
AUDI,2021,6,2.0
DATSUN,2021,6,
SCANIA,2021,6,
CHEVROLET,2021,6,
INFINITI,2021,6,
HONGYAN,2021,6,
MAN TRUCK,2021,6,
TOYOTA,2021,7,21763.0
DAIHATSU,2021,7,9284.0
MITSUBISHI MOTORS,2021,7,10927.0
SUZUKI,2021,7,6274.0
HONDA,2021,7,9030.0
MITSUBISHI FUSO,2021,7,2526.0
ISUZU,2021,7,1826.0
WULING,2021,7,2037.0
HINO,2021,7,1327.0
MAZDA,2021,7,82.0
DFSK,2021,7,213.0
NISSAN,2021,7,305.0
HYUNDAI - HMID,2021,7,233.0
K I A,2021,7,222.0
B M W,2021,7,111.0
MERCEDES-BENZ PC,2021,7,98.0
MERCEDES-BENZ CV,2021,7,129.0
MORRIS GARAGE,2021,7,47.0
LEXUS,2021,7,63.0
UD TRUCKS,2021,7,28.0
MINI,2021,7,25.0
VOLKSWAGEN,2021,7,15.0
PEUGEOT,2021,7,4.0
FAW,2021,7,44.0
TATA,2021,7,7.0
HYUNDAI - HIM,2021,7,14.0
RENAULT,2021,7,
AUDI,2021,7,5.0
DATSUN,2021,7,
SCANIA,2021,7,
CHEVROLET,2021,7,
INFINITI,2021,7,
HONGYAN,2021,7,
MAN TRUCK,2021,7,
TOYOTA,2021,8,29898.0
DAIHATSU,2021,8,14408.0
MITSUBISHI MOTORS,2021,8,10434.0
SUZUKI,2021,8,10021.0
HONDA,2021,8,7337.0
MITSUBISHI FUSO,2021,8,3286.0
ISUZU,2021,8,2285.0
WULING,2021,8,1530.0
HINO,2021,8,1885.0
MAZDA,2021,8,413.0
DFSK,2021,8,203.0
NISSAN,2021,8,375.0
HYUNDAI - HMID,2021,8,223.0
K I A,2021,8,201.0
B M W,2021,8,202.0
MERCEDES-BENZ PC,2021,8,157.0
MERCEDES-BENZ CV,2021,8,173.0
MORRIS GARAGE,2021,8,31.0
LEXUS,2021,8,80.0
UD TRUCKS,2021,8,54.0
MINI,2021,8,67.0
VOLKSWAGEN,2021,8,13.0
PEUGEOT,2021,8,4.0
FAW,2021,8,6.0
TATA,2021,8,20.0
HYUNDAI - HIM,2021,8,8.0
RENAULT,2021,8,
AUDI,2021,8,5.0
DATSUN,2021,8,
SCANIA,2021,8,
CHEVROLET,2021,8,
INFINITI,2021,8,
HONGYAN,2021,8,
MAN TRUCK,2021,8,
TOYOTA,2021,9,34046.0
DAIHATSU,2021,9,17529.0
MITSUBISHI MOTORS,2021,9,8233.0
SUZUKI,2021,9,7515.0
HONDA,2021,9,3453.0
MITSUBISHI FUSO,2021,9,3967.0
ISUZU,2021,9,2648.0
WULING,2021,9,2300.0
HINO,2021,9,1785.0
MAZDA,2021,9,351.0
DFSK,2021,9,223.0
NISSAN,2021,9,518.0
HYUNDAI - HMID,2021,9,350.0
K I A,2021,9,251.0
B M W,2021,9,200.0
MERCEDES-BENZ PC,2021,9,176.0
MERCEDES-BENZ CV,2021,9,175.0
MORRIS GARAGE,2021,9,138.0
LEXUS,2021,9,76.0
UD TRUCKS,2021,9,17.0
MINI,2021,9,71.0
VOLKSWAGEN,2021,9,22.0
PEUGEOT,2021,9,12.0
FAW,2021,9,10.0
TATA,2021,9,37.0
HYUNDAI - HIM,2021,9,6.0
RENAULT,2021,9,
AUDI,2021,9,4.0
DATSUN,2021,9,
SCANIA,2021,9,
CHEVROLET,2021,9,
INFINITI,2021,9,
HONGYAN,2021,9,
MAN TRUCK,2021,9,
TOYOTA,2021,10,21730.0
DAIHATSU,2021,10,17020.0
MITSUBISHI MOTORS,2021,10,9196.0
SUZUKI,2021,10,7624.0
HONDA,2021,10,5861.0
MITSUBISHI FUSO,2021,10,3913.0
ISUZU,2021,10,2779.0
WULING,2021,10,2745.0
HINO,2021,10,1881.0
MAZDA,2021,10,207.0
DFSK,2021,10,308.0
NISSAN,2021,10,606.0
HYUNDAI - HMID,2021,10,342.0
K I A,2021,10,239.0
B M W,2021,10,250.0
MERCEDES-BENZ PC,2021,10,210.0
MERCEDES-BENZ CV,2021,10,198.0
MORRIS GARAGE,2021,10,117.0
LEXUS,2021,10,67.0
UD TRUCKS,2021,10,95.0
MINI,2021,10,63.0
VOLKSWAGEN,2021,10,28.0
PEUGEOT,2021,10,38.0
FAW,2021,10,16.0
TATA,2021,10,14.0
HYUNDAI - HIM,2021,10,7.0
RENAULT,2021,10,
AUDI,2021,10,1.0
DATSUN,2021,10,
SCANIA,2021,10,
CHEVROLET,2021,10,
INFINITI,2021,10,
HONGYAN,2021,10,
MAN TRUCK,2021,10,
TOYOTA,2021,11,33450.0
DAIHATSU,2021,11,16045.0
MITSUBISHI MOTORS,2021,11,6620.0
SUZUKI,2021,11,8512.0
HONDA,2021,11,7201.0
MITSUBISHI FUSO,2021,11,4790.0
ISUZU,2021,11,2415.0
WULING,2021,11,3003.0
HINO,2021,11,2618.0
MAZDA,2021,11,215.0
DFSK,2021,11,372.0
NISSAN,2021,11,376.0
HYUNDAI - HMID,2021,11,383.0
K I A,2021,11,174.0
B M W,2021,11,182.0
MERCEDES-BENZ PC,2021,11,248.0
MERCEDES-BENZ CV,2021,11,282.0
MORRIS GARAGE,2021,11,88.0
LEXUS,2021,11,105.0
UD TRUCKS,2021,11,160.0
MINI,2021,11,73.0
VOLKSWAGEN,2021,11,52.0
PEUGEOT,2021,11,54.0
FAW,2021,11,4.0
TATA,2021,11,10.0
HYUNDAI - HIM,2021,11,1.0
RENAULT,2021,11,
AUDI,2021,11,4.0
DATSUN,2021,11,
SCANIA,2021,11,
CHEVROLET,2021,11,
INFINITI,2021,11,
HONGYAN,2021,11,
MAN TRUCK,2021,11,
TOYOTA,2021,12,32707.0
DAIHATSU,2021,12,15795.0
MITSUBISHI MOTORS,2021,12,14258.0
SUZUKI,2021,12,9772.0
HONDA,2021,12,9759.0
MITSUBISHI FUSO,2021,12,3953.0
ISUZU,2021,12,2609.0
WULING,2021,12,2976.0
HINO,2021,12,2542.0
MAZDA,2021,12,185.0
DFSK,2021,12,417.0
NISSAN,2021,12,291.0
HYUNDAI - HMID,2021,12,261.0
K I A,2021,12,31.0
B M W,2021,12,203.0
MERCEDES-BENZ PC,2021,12,
MERCEDES-BENZ CV,2021,12,457.0
MORRIS GARAGE,2021,12,64.0
LEXUS,2021,12,65.0
UD TRUCKS,2021,12,199.0
MINI,2021,12,21.0
VOLKSWAGEN,2021,12,34.0
PEUGEOT,2021,12,39.0
FAW,2021,12,24.0
TATA,2021,12,5.0
HYUNDAI - HIM,2021,12,1.0
RENAULT,2021,12,
AUDI,2021,12,5.0
DATSUN,2021,12,
SCANIA,2021,12,
CHEVROLET,2021,12,
INFINITI,2021,12,
HONGYAN,2021,12,
MAN TRUCK,2021,12,
TOYOTA,2022,1,22886.0
DAIHATSU,2022,1,18319.0
HONDA,2022,1,10883.0
MITSUBISHI MOTORS,2022,1,12135.0
SUZUKI,2022,1,7017.0
MITSUBISHI FUSO,2022,1,2432.0
ISUZU,2022,1,2828.0
HYUNDAI - HMID,2022,1,1220.0
HINO,2022,1,2022.0
WULING,2022,1,2501.0
MAZDA,2022,1,208.0
MERCEDES-BENZ PC,2022,1,141.0
MERCEDES-BENZ CV,2022,1,133.0
B M W,2022,1,178.0
NISSAN,2022,1,313.0
DFSK,2022,1,202.0
K I A,2022,1,113.0
UD TRUCKS,2022,1,225.0
LEXUS,2022,1,
MORRIS GARAGE,2022,1,212.0
MINI,2022,1,46.0
PEUGEOT,2022,1,50.0
VOLKSWAGEN,2022,1,35.0
SUBARU,2022,1,
TATA,2022,1,25.0
FAW,2022,1,24.0
AUDI,2022,1,1.0
HYUNDAI - HIM,2022,1,
DATSUN,2022,1,
SCANIA,2022,1,
INFINITI,2022,1,
CHERY,2022,1,
HONGYAN,2022,1,
RENAULT,2022,1,
TOYOTA,2022,2,24865.0
DAIHATSU,2022,2,15036.0
HONDA,2022,2,11407.0
MITSUBISHI MOTORS,2022,2,10018.0
SUZUKI,2022,2,6750.0
MITSUBISHI FUSO,2022,2,2290.0
ISUZU,2022,2,2800.0
HYUNDAI - HMID,2022,2,2400.0
HINO,2022,2,1764.0
WULING,2022,2,2008.0
MAZDA,2022,2,58.0
MERCEDES-BENZ PC,2022,2,123.0
MERCEDES-BENZ CV,2022,2,242.0
B M W,2022,2,178.0
NISSAN,2022,2,340.0
DFSK,2022,2,101.0
K I A,2022,2,67.0
UD TRUCKS,2022,2,219.0
LEXUS,2022,2,71.0
MORRIS GARAGE,2022,2,108.0
MINI,2022,2,51.0
PEUGEOT,2022,2,32.0
VOLKSWAGEN,2022,2,21.0
SUBARU,2022,2,
TATA,2022,2,5.0
FAW,2022,2,40.0
AUDI,2022,2,
HYUNDAI - HIM,2022,2,1.0
DATSUN,2022,2,
SCANIA,2022,2,
INFINITI,2022,2,
CHERY,2022,2,
HONGYAN,2022,2,
RENAULT,2022,2,
TOYOTA,2022,3,33344.0
DAIHATSU,2022,3,17465.0
HONDA,2022,3,12975.0
MITSUBISHI MOTORS,2022,3,11501.0
SUZUKI,2022,3,8604.0
MITSUBISHI FUSO,2022,3,1788.0
ISUZU,2022,3,3420.0
HYUNDAI - HMID,2022,3,2150.0
HINO,2022,3,2336.0
WULING,2022,3,2500.0
MAZDA,2022,3,110.0
MERCEDES-BENZ PC,2022,3,255.0
MERCEDES-BENZ CV,2022,3,389.0
B M W,2022,3,257.0
NISSAN,2022,3,338.0
DFSK,2022,3,286.0
K I A,2022,3,135.0
UD TRUCKS,2022,3,248.0
LEXUS,2022,3,170.0
MORRIS GARAGE,2022,3,2.0
MINI,2022,3,87.0
PEUGEOT,2022,3,65.0
VOLKSWAGEN,2022,3,62.0
SUBARU,2022,3,
TATA,2022,3,28.0
FAW,2022,3,19.0
AUDI,2022,3,1.0
HYUNDAI - HIM,2022,3,
DATSUN,2022,3,
SCANIA,2022,3,
INFINITI,2022,3,
CHERY,2022,3,
HONGYAN,2022,3,
RENAULT,2022,3,
TOYOTA,2022,4,27779.0
DAIHATSU,2022,4,15617.0
HONDA,2022,4,10149.0
MITSUBISHI MOTORS,2022,4,7528.0
SUZUKI,2022,4,5801.0
MITSUBISHI FUSO,2022,4,4799.0
ISUZU,2022,4,2854.0
HYUNDAI - HMID,2022,4,2175.0
HINO,2022,4,1533.0
WULING,2022,4,2201.0
MAZDA,2022,4,627.0
MERCEDES-BENZ PC,2022,4,236.0
MERCEDES-BENZ CV,2022,4,315.0
B M W,2022,4,293.0
